day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,day_sin,day_cos,dewpoint_3,humidity_3,cloud_3,temp_diff,temp_rel,temp_rel_log,windspeed_log,wet_bulb,wet_bulb_2,log_pressure_dewpoint_2,log_cloud_sunshine,cloudtest,sin_day2,cos_day2,cloud_sunshine,cloud_humidity,dewpoint_temp,cloud_sunshine_2,cloud_humidity_2,dewpoint_temp_3,day_windowed,pressure_windowed,maxtemp_windowed,temparature_windowed,mintemp_windowed,dewpoint_windowed,humidity_windowed,cloud_windowed,sunshine_windowed,winddirection_windowed,windspeed_windowed,day_sin_windowed,day_cos_windowed,dewpoint_3_windowed,humidity_3_windowed,cloud_3_windowed,temp_diff_windowed,temp_rel_windowed,temp_rel_log_windowed,windspeed_log_windowed,wet_bulb_windowed,wet_bulb_2_windowed,log_pressure_dewpoint_2_windowed,log_cloud_sunshine_windowed,cloudtest_windowed,sin_day2_windowed,cos_day2_windowed,cloud_sunshine_windowed,cloud_humidity_windowed,dewpoint_temp_windowed,cloud_sunshine_2_windowed,cloud_humidity_2_windowed,dewpoint_temp_3_windowed,wind_sector_East,wind_sector_North,wind_sector_South,wind_sector_West,rainfall
212,1006.5,30.6,27.4,24.9,25.0,84.0,88.0,2.1,190.0,21.9,-0.4862727071086902,-0.8738071036110807,15625.0,592704.0,681472.0,5.700000000000003,1.2289156132965617,0.2061321653270314,3.086486636822455,26.599999999999998,707.5599999999998,103.49651778753089,5.62003848122324,1,0.9679377830240642,-0.25119006388481935,85.9,7392.0,0.9124087258244991,7378.810000000001,54641664.0,0.7595708508922006,211.0,1007.5666666666666,31.36666666666666,28.633333333333336,26.599999999999998,25.533333333333335,82.33333333333333,84.33333333333333,3.033333333333332,213.33333333333334,21.433333333333337,-0.47111296943033776,-0.8819609016672035,16670.241333333335,558504.3333333334,604842.3333333334,4.766666666666667,1.1809210926813478,0.16587636735310649,3.064466053263091,27.599999999999994,762.4999999999999,103.92765875309628,5.785731635354878,0.3333333333333333,0.9700399671682108,-0.24284372518372163,81.29999999999997,6948.0,0.8922075707662067,6644.2699999999995,48484248.0,0.7107871812477504,0,0,1,0,1
213,1010.5,30.6,28.3,26.6,25.9,85.0,82.0,2.9,300.0,21.9,-0.5012418134457756,-0.8653072543632061,17373.978999999996,614125.0,551368.0,4.0,1.1503758966024098,0.14008875557669734,3.086486636822455,27.5,756.25,104.27097329216896,5.779817160932199,0,0.9657399376548549,-0.25951179706979977,79.1,6970.0,0.9151943139507308,6256.8099999999995,48580900.0,0.7665490321450056,212.0,1008.3666666666667,31.36666666666666,28.53333333333333,26.7,25.733333333333334,83.33333333333333,82.66666666666667,3.333333333333332,246.66666666666666,21.9,-0.4862246760761099,-0.8737207943100468,17063.475333333332,579423.3333333334,569130.6666666666,4.666666666666667,1.1765470400088691,0.16209560862807115,3.086486636822455,27.599999999999994,762.4999999999999,104.09718321744315,5.853687654616839,0.3333333333333333,0.9679138808434754,-0.2511838610168516,79.3333333333333,6893.333333333333,0.9024005575215245,6321.54,47713229.333333336,0.7355532839870781,0,0,0,1,1
214,1008.4,32.7,30.4,28.1,25.2,74.0,43.0,10.0,300.0,13.8,-0.5160623910158526,-0.8565509959010037,16003.007999999998,405224.0,79507.0,4.600000000000001,1.1637010262028105,0.15160546597631966,2.624668592163159,28.666666666666664,821.7777777777776,103.69085741735125,6.182084906716632,0,0.9634705485641488,-0.2678143051621742,33.0,3182.0,0.828947341153048,1089.0,10125124.0,0.5696142279402766,213.0,1008.4666666666667,31.299999999999994,28.7,26.53333333333333,25.366666666666664,81.0,71.0,4.999999999999999,263.3333333333333,19.200000000000006,-0.5011923038567728,-0.8652217846250968,16333.99566666667,537351.0,437449.0,4.766666666666668,1.1809975120339273,0.16594212896001612,2.9325472886026898,27.58888888888889,761.8625925925925,103.81944949901704,5.860646849624023,0.3333333333333333,0.9657160897476893,-0.25950538870559775,65.99999999999997,5848.0,0.8855167936427594,4908.206666666666,37782562.666666664,0.6985780369924943,0,0,0,1,0
215,1007.9,31.2,28.1,26.9,25.8,82.0,84.0,2.2,220.0,24.5,-0.5307300481619331,-0.8475409228928312,17173.512000000002,551368.0,592704.0,4.300000000000001,1.1598512579980944,0.14829177103292268,3.1986731175506815,27.333333333333336,747.1111111111112,104.14238819486133,5.605802066295998,0,0.9611297838723007,-0.2760969730974687,81.8,6888.0,0.9181494335178138,6691.24,47444544.0,0.7739984871367913,214.0,1008.9333333333334,31.499999999999996,28.933333333333334,27.2,25.633333333333336,80.33333333333333,69.66666666666667,5.033333333333332,273.3333333333333,20.066666666666674,-0.5160114175411871,-0.856466391052347,16850.166333333338,523572.3333333333,407859.6666666667,4.300000000000001,1.1579760602677716,0.14666199752864653,2.9699427821787654,27.833333333333332,775.0462962962962,104.03473963479384,5.85590137798161,0.0,0.9634467566971016,-0.2678076917764809,64.63333333333331,5680.0,0.8874303628738641,4679.016666666666,35383522.666666664,0.7033872490740246,0,0,1,0,1
216,1008.3,33.0,30.0,27.4,24.2,75.0,43.0,9.3,220.0,23.2,-0.5452404385406507,-0.8382797052177745,14172.488,421875.0,79507.0,5.600000000000001,1.2043795180883388,0.185964511576106,3.1441522786722644,28.066666666666666,787.7377777777778,102.89782052878653,6.1163335291538505,0,0.9587178169872964,-0.2843591872810034,33.7,3225.0,0.8066666397777786,1135.6900000000003,10400625.0,0.5249069104722701,215.0,1008.1999999999999,32.29999999999999,29.5,27.466666666666665,25.066666666666663,77.0,56.666666666666664,7.166666666666667,246.66666666666666,20.50000000000001,-0.5306776259061455,-0.8474572080038697,15783.002666666669,459489.0,250572.66666666666,4.833333333333335,1.175977267429748,0.1619539161951161,2.989164662795368,28.022222222222222,785.5422222222222,103.57702204699972,5.96807350072216,0.0,0.9611060498079155,-0.27609015518021546,49.49999999999997,4431.666666666667,0.8512544714828801,2971.976666666666,22656764.333333332,0.6228398751831127,0,0,1,0,0
217,1007.5,30.8,27.2,25.5,23.2,75.0,78.0,3.5,90.0,13.9,-0.5595892624101763,-0.828770087174504,12487.168,421875.0,474552.0,5.300000000000001,1.2078430898885062,0.18883619859946274,2.631888840136646,25.866666666666667,669.0844444444444,102.06196082438494,5.873525249243295,0,0.9562348265919057,-0.29260033563334825,74.5,5850.0,0.8529411451124579,5550.25,34222500.0,0.6205220158263017,216.0,1007.9,31.66666666666666,28.433333333333334,26.599999999999998,24.400000000000002,77.33333333333333,68.33333333333333,4.999999999999999,176.66666666666666,20.533333333333342,-0.5451865830375867,-0.8381969050950365,14611.056000000002,465039.3333333333,382254.3333333333,5.066666666666667,1.1906912886583132,0.17436416040283045,2.991571412119864,27.08888888888889,734.6444444444445,103.03405651601093,5.865220281564381,0.0,0.9586941424838343,-0.2843521653372734,63.33333333333331,5321.0,0.8592524061360168,4459.06,30689223.0,0.6398091378117878,1,0,0,0,1
218,1005.6,31.6,28.3,26.4,25.4,81.0,84.0,2.5,220.0,23.7,-0.5737722679043243,-0.8190148866680802,16387.064,531441.0,592704.0,5.200000000000003,1.1969696516299375,0.17979307256180885,3.1654750481410856,27.333333333333332,747.1111111111111,103.78918248062361,5.695414224985685,0,0.9536809966304457,-0.30081980763566735,81.5,6804.0,0.8975264700520681,6642.25,46294416.0,0.7230058266386915,217.0,1007.1333333333332,31.799999999999994,28.5,26.433333333333326,24.266666666666666,77.0,68.33333333333333,5.099999999999999,176.66666666666666,20.266666666666673,-0.5595339896183837,-0.828688226353453,14348.906666666668,458397.0,382254.3333333333,5.366666666666668,1.2030640865355942,0.18486459424579252,2.9805053889833317,27.08888888888889,734.6444444444443,102.91632127793169,5.895091001127611,0.0,0.956211213403216,-0.29259311018333967,63.23333333333331,5293.0,0.8523780849807682,4442.73,30305847.0,0.6228115843124211,0,0,1,0,1
219,1008.5,31.5,28.1,25.7,25.5,74.0,75.0,7.6,230.0,10.9,-0.5877852522924734,-0.8090169943749472,16581.375,405224.0,421875.0,5.800000000000001,1.2256808861602768,0.2034965150199082,2.388762789235098,27.233333333333334,741.6544444444445,103.92487734729673,6.482495543545793,0,0.9510565162951535,-0.30901699437494756,67.4,5550.0,0.9074732773141182,4542.760000000001,30802500.0,0.7473112759141992,218.0,1007.2000000000002,31.299999999999994,27.86666666666667,25.866666666666664,24.7,76.66666666666667,79.0,4.533333333333332,180.0,16.166666666666675,-0.5737155942023247,-0.8189339894058438,15151.869,452846.6666666667,496377.0,5.4333333333333345,1.2101645425595733,0.19070859539372656,2.7287088925042764,26.811111111111114,719.2833333333333,103.25867355076842,6.017145005924924,0.0,0.9536574465058351,-0.30081237921465437,74.46666666666664,6068.0,0.8859802974928814,5578.420000000001,37106472.0,0.6969463727930642,0,0,0,1,1
220,1007.8,30.1,28.1,26.1,25.1,84.0,83.0,2.5,230.0,20.3,-0.6016240632249227,-0.7987793728863648,15813.251000000002,592704.0,571787.0,4.0,1.1532566607947639,0.14258981911200672,3.0106208860477417,27.1,734.4100000000001,103.60088713121726,5.683579767338681,0,0.9483615800121715,-0.3171912885891061,80.5,6972.0,0.8932384023758575,6480.25,48608784.0,0.7126924504850464,219.0,1007.3000000000001,31.066666666666663,28.166666666666668,26.066666666666663,25.333333333333332,79.66666666666667,80.66666666666667,4.199999999999998,226.66666666666666,18.300000000000008,-0.5877271944739069,-0.8089370846431306,16260.563333333334,509789.6666666667,528788.6666666666,5.000000000000001,1.1919690661949927,0.17529313556457457,2.854952907807975,27.222222222222218,741.0585185185186,103.7716489863792,5.953829845290053,0.0,0.9510330309792568,-0.3090093635332403,76.46666666666664,6442.0,0.8994127165806812,5888.420000000001,41901900.0,0.7276698510126458,0,0,0,1,0
221,1007.8,32.9,29.6,26.5,25.8,89.0,88.0,1.1,220.0,13.2,-0.6152845999633277,-0.7883050558305253,17173.512000000002,704969.0,681472.0,6.399999999999999,1.2415093871128533,0.21632788704330133,2.580216829592325,28.333333333333336,802.7777777777779,104.14036510555331,5.230573714461517,1,0.9455963874271426,-0.32534208471198023,86.9,7832.0,0.8716215921749462,7551.610000000001,61340224.0,0.6621920167704107,220.0,1008.0333333333333,31.49999999999999,28.600000000000005,26.099999999999994,25.46666666666667,82.33333333333333,82.0,3.733333333333332,226.66666666666666,14.800000000000006,-0.6015646384935746,-0.7987004743639458,16522.71266666667,567632.3333333334,558378.0,5.3999999999999995,1.2068156446892981,0.18747140705840537,2.6598668349583883,27.555555555555557,759.6140740740742,103.88870986135578,5.798883008448663,0.3333333333333333,0.9483381612448226,-0.3171834558920113,78.26666666666665,6784.666666666667,0.8907777572883072,6191.540000000001,46917169.333333336,0.7073985810565522,0,0,1,0,1
222,1005.9,28.6,26.8,25.4,25.4,90.0,88.0,0.5,230.0,19.2,-0.6287628145958345,-0.7775971469736268,16387.064,729000.0,681472.0,3.200000000000003,1.125984207638417,0.11865750443123803,2.954910279033736,26.333333333333332,693.4444444444443,103.79525420449198,4.894101477840304,1,0.9427611433904207,-0.3334687789181868,87.5,7920.0,0.9477611586656283,7656.25,62726400.0,0.8513276112351801,221.0,1007.1666666666666,30.53333333333332,28.166666666666668,26.0,25.433333333333337,87.66666666666667,86.33333333333333,1.3666666666666654,226.66666666666666,17.566666666666674,-0.6152238259280284,-0.788227191896839,16457.942333333336,675557.6666666666,644910.3333333334,4.533333333333334,1.1735834185153446,0.159191736862182,2.8485826648912678,27.255555555555556,743.5440740740742,103.84550214708753,5.269418319880168,0.6666666666666666,0.945573036943245,-0.32533405073975774,84.96666666666664,7574.666666666667,0.9042070510721439,7229.37,57558469.333333336,0.7420706928302124,0,0,0,1,1
223,1008.5,29.1,28.3,27.4,24.3,85.0,88.0,0.2,230.0,15.3,-0.6420547132365636,-0.7666588193001592,14348.907000000001,614125.0,681472.0,1.7000000000000028,1.062043756859717,0.06019512428707265,2.72785282839839,26.96666666666667,727.2011111111112,102.98220506065935,4.6709579265260945,1,0.9398560579418955,-0.3415707691678555,87.8,7480.0,0.8586572134750101,7708.839999999999,55950400.0,0.6330812747723882,222.0,1007.4,30.199999999999992,28.233333333333334,26.433333333333326,25.166666666666668,88.0,88.0,0.5999999999999989,226.66666666666666,15.900000000000006,-0.6287007092652419,-0.7775203407014372,15969.82766666667,682698.0,681472.0,3.766666666666668,1.1431791172036625,0.131726838587204,2.754326645674817,27.211111111111112,741.1411111111111,103.63927479023488,4.931877706275972,1.0,0.9427378629198196,-0.33346054426600746,87.39999999999998,7744.0,0.8926799881051949,7638.899999999999,60005674.666666664,0.7155336342593265,0,0,0,1,1
224,1005.9,31.8,28.8,26.7,25.0,79.0,67.0,6.7,240.0,7.3,-0.655156357209085,-0.7554933140726804,15625.0,493039.0,300763.0,5.100000000000001,1.1910111913478956,0.17480268692674458,1.9878743481543455,27.53333333333333,758.0844444444443,103.48439742262552,6.260728034035745,0,0.9368813462954315,-0.3496474552512284,60.3,5293.0,0.8680555254147386,3636.0899999999997,28015849.0,0.654097542568712,223.0,1006.7666666666668,29.833333333333325,27.96666666666667,26.499999999999996,24.900000000000002,84.66666666666667,81.0,2.4666666666666655,233.33333333333334,13.933333333333339,-0.6419912950138277,-0.7665830934488221,15453.657000000001,612054.6666666666,554569.0,3.3333333333333357,1.1263463852820097,0.1178851052150184,2.556879151862157,26.944444444444443,726.2433333333332,103.42061889592561,5.275262479467381,0.6666666666666666,0.9398328492092493,-0.34156233444575695,78.5333333333333,6897.666666666667,0.8914912991851257,6333.726666666666,48897549.666666664,0.7128354761920934,0,0,0,1,1
225,1010.7,29.6,26.9,24.5,24.1,87.0,84.0,6.0,220.0,9.1,-0.6680638642135333,-0.7441039398713608,13997.521000000002,658503.0,592704.0,5.100000000000001,1.2081632159933382,0.18910120296300775,2.2082744135228043,25.96666666666666,674.2677777777775,102.86534073157877,6.38856140554563,0,0.9338372288229252,-0.35769823883312535,78.0,7308.0,0.8959107473639129,6084.0,53406864.0,0.719108197079107,224.0,1008.3666666666667,30.166666666666657,28.0,26.2,24.46666666666667,83.66666666666667,79.66666666666667,4.299999999999999,230.0,10.566666666666674,-0.655091644886394,-0.7554186910814001,14657.142666666668,588555.6666666666,524979.6666666666,3.9666666666666686,1.1537393880669837,0.14136633805894164,2.3080005300251796,26.822222222222223,719.851111111111,103.11064773828787,5.77341578870249,0.3333333333333333,0.936858211020084,-0.34963882108406974,75.36666666666663,6693.666666666667,0.8742078287512206,5809.6433333333325,45791037.666666664,0.6687623381400692,0,0,1,0,1
226,1012.0,29.6,27.1,25.8,23.8,76.0,50.0,8.8,60.0,14.3,-0.6807734094770159,-0.7324940716135792,13481.272,438976.0,125000.0,3.8000000000000007,1.1472867772369466,0.13739983064275377,2.6602595372658615,26.0,676.0,102.64759938502353,6.214208018400852,0,0.9307239310379795,-0.36572252349726897,41.2,3800.0,0.8782287498808579,1697.4400000000003,14440000.0,0.6773653087094574,225.0,1009.5333333333333,30.333333333333325,27.600000000000005,25.666666666666668,24.3,80.66666666666667,67.0,7.166666666666667,173.33333333333334,10.23333333333334,-0.6679978769665448,-0.7440304418525402,14367.931000000002,530172.6666666666,339489.0,4.666666666666668,1.1821537281927268,0.16710124017750203,2.2854694329810035,26.5,702.7840740740739,102.99911251307594,6.287832485994076,0.0,0.9338141687187788,-0.3576894058605409,59.83333333333331,5467.0,0.8807316742198364,3805.843333333333,31954237.666666668,0.6835236827857588,1,0,0,0,0
227,1012.0,29.4,27.7,25.4,25.9,81.0,86.0,2.4,40.0,13.8,-0.6932812268869771,-0.7206671495538615,17373.978999999996,531441.0,636056.0,4.0,1.1574802693905406,0.1462454609500671,2.624668592163159,27.099999999999998,734.4099999999999,104.30123871692294,5.689683550276699,0,0.9275416835791968,-0.3737197147904687,83.6,6966.0,0.9350180167863531,6988.959999999999,48525156.0,0.8174476280856704,226.0,1011.5666666666666,29.533333333333328,27.233333333333334,25.23333333333333,24.600000000000005,81.33333333333333,73.33333333333333,5.733333333333332,106.66666666666667,12.400000000000006,-0.6807061668591755,-0.7324217203462672,14950.924,542973.3333333334,451253.3333333333,4.300000000000001,1.1709767542069418,0.15758216485194285,2.4977341809839415,26.355555555555554,694.8925925925925,103.2713929445084,6.09748432474106,0.0,0.9307009478133672,-0.365713492373621,67.59999999999997,6024.666666666667,0.9030525046770412,4923.466666666666,38790673.333333336,0.7379737112914118,0,1,0,0,1
228,1011.6,33.7,29.1,26.9,23.2,85.0,84.0,5.8,230.0,11.0,-0.7055836101071774,-0.70862667826446,12487.168,614125.0,592704.0,6.800000000000004,1.2527880575171728,0.22537151357580232,2.3978952727983707,27.133333333333333,736.2177777777778,102.1439536387045,6.359573868672378,0,0.9242907221930933,-0.3816892202666588,78.2,7140.0,0.7972508317095933,6115.240000000001,50979600.0,0.5067397151275014,227.0,1011.8666666666667,30.89999999999999,27.96666666666667,26.03333333333333,24.299999999999997,80.66666666666667,73.33333333333333,5.666666666666665,110.0,13.03333333333334,-0.6932127488237235,-0.7205959664773003,14447.473,528180.6666666666,451253.3333333333,4.866666666666668,1.1858517013815533,0.16967226838954105,2.5609411340757973,26.74444444444444,715.5425925925925,103.03093058021699,6.0878218124499766,0.0,0.9275187789367565,-0.37371048618479885,67.66666666666664,5968.666666666667,0.8701658661256015,4933.88,37981585.333333336,0.6671842173075432,0,0,0,1,1
229,1008.5,30.6,27.8,25.7,25.4,91.0,81.0,3.7,220.0,23.2,-0.7176769136759615,-0.6963762255968726,16387.064,753571.0,531441.0,4.900000000000002,1.190661432269983,0.17450897814665584,3.1441522786722644,26.999999999999996,728.9999999999998,103.84780757829763,5.954281755980267,0,0.9209712877166347,-0.3896304495307876,77.3,7371.0,0.9136690318824088,5975.29,54331641.0,0.7627227759974478,228.0,1010.6999999999999,31.23333333333333,28.2,25.999999999999996,24.833333333333332,85.66666666666667,83.66666666666667,3.966666666666665,163.33333333333334,16.000000000000007,-0.7055139168900387,-0.7085566844717315,15416.070333333331,633045.6666666666,586733.6666666666,5.233333333333335,1.2003099197258988,0.18204198422417509,2.722238714544598,27.077777777777772,733.209259259259,103.43099997797503,6.001179724976448,0.0,0.9242678978296416,-0.3816797948626384,79.69999999999997,7159.0,0.8819792934594517,6359.829999999999,51278799.0,0.6956367064035399,0,0,1,0,1
230,1007.3,31.8,28.1,24.5,25.4,85.0,88.0,0.6,230.0,11.7,-0.7295575540864876,-0.6839194216246105,16387.064,614125.0,681472.0,7.300000000000001,1.2979591306955456,0.2607931314191241,2.4595888418037104,27.2,739.8399999999999,103.82356736196209,4.958639998977875,1,0.9175836260593937,-0.39754281428255595,87.4,7480.0,0.9039145585795529,7638.760000000001,55950400.0,0.7385538115100609,229.0,1009.1333333333333,32.033333333333324,28.333333333333332,25.7,24.666666666666668,87.0,84.33333333333333,3.3666666666666654,226.66666666666666,15.300000000000006,-0.7176060259565422,-0.6963074418286478,15087.098666666667,660607.0,601872.3333333334,6.333333333333336,1.247136206827567,0.22022454104719405,2.6672121310914485,27.11111111111111,735.019259259259,103.27177619298807,5.757498541210173,0.3333333333333333,0.9209485453230406,-0.3896208280266675,80.96666666666664,7330.333333333333,0.8716114740571851,6576.43,53753880.333333336,0.6693387675450034,0,0,0,1,1
231,1011.4,30.2,27.8,26.5,23.1,76.0,54.0,10.0,50.0,13.3,-0.7412220108485957,-0.6712599575675315,12326.391000000001,438976.0,157464.0,3.6999999999999993,1.1396225985048076,0.1306971536527991,2.5877640352277083,26.23333333333333,688.1877777777777,102.05628080526664,6.405228458030842,0,0.9141279881853338,-0.40542572835999724,44.0,4104.0,0.830935221908805,1936.0,16842816.0,0.5737220017905563,230.0,1009.0666666666666,30.866666666666656,27.900000000000002,25.566666666666663,24.63333333333333,84.0,74.33333333333333,4.766666666666666,166.66666666666666,16.066666666666674,-0.7294854928703484,-0.6838518682630049,15033.506333333336,602224.0,456792.3333333333,5.300000000000001,1.2094143871567786,0.18866642107285966,2.730501718567894,26.811111111111106,719.0092592592591,103.24255191517545,5.772716737662994,0.3333333333333333,0.9175609673204542,-0.39753299739111353,69.56666666666665,6318.333333333333,0.882839604123589,5183.349999999999,42374952.333333336,0.6916661964326885,1,0,0,0,0
232,1010.6,30.8,28.1,26.1,25.8,84.0,58.0,9.9,100.0,29.0,-0.7526668275320083,-0.6584015846980489,17173.512000000002,592704.0,195112.0,4.699999999999999,1.1800765831388282,0.16557933733670555,3.367295829986474,27.333333333333336,747.1111111111112,104.19694334946522,6.466300233140817,0,0.9106046300942162,-0.4132786077829042,48.1,4872.0,0.9181494335178138,2313.61,23736384.0,0.7739984871367913,231.0,1009.7666666666668,30.933333333333323,28.0,25.7,24.76666666666667,81.66666666666667,66.66666666666667,6.833333333333333,126.66666666666667,18.000000000000007,-0.7411487974890306,-0.6711936546300636,15295.655666666671,548601.6666666666,344682.6666666667,5.233333333333333,1.2058861041130606,0.18568987413620955,2.8048829023392976,26.92222222222222,725.0462962962962,103.35893050556463,5.943389563383178,0.3333333333333333,0.914105414779648,-0.40541571680848576,59.83333333333331,5485.333333333333,0.8843330713353906,3962.7899999999995,32176533.333333332,0.6954247668124696,1,0,0,0,0
233,1009.2,29.2,26.8,25.5,23.1,75.0,62.0,6.9,10.0,12.1,-0.7638886127905429,-0.64534811322955,12326.391000000001,421875.0,238328.0,3.6999999999999993,1.1450979943098825,0.13549021789416998,2.4932054526026954,25.566666666666666,653.6544444444444,102.01233211404616,6.209997485864509,0,0.9070138128026358,-0.42110087079608965,55.1,4650.0,0.8619402663455125,3036.01,21622500.0,0.6403707830262229,232.0,1010.4,30.06666666666666,27.566666666666666,26.03333333333333,24.0,78.33333333333333,58.0,8.933333333333332,53.333333333333336,18.133333333333344,-0.7525924837237157,-0.6583365518317101,13942.098000000005,484518.3333333333,196968.0,4.033333333333332,1.154932391984506,0.1439222362945582,2.8160884392722925,26.377777777777776,696.3177777777777,102.755185422926,6.360508725678723,0.0,0.9105821436940621,-0.41326840231299705,49.06666666666664,4542.0,0.8703416405907104,2428.5399999999995,20733900.0,0.6626970906511902,0,1,0,0,1
234,1010.9,28.6,26.1,25.4,23.4,89.0,87.0,0.3,40.0,11.7,-0.7748840413670406,-0.6321034111873488,12812.903999999997,704969.0,658503.0,3.200000000000003,1.125984207638417,0.11865750443123803,2.4595888418037104,25.199999999999996,635.0399999999997,102.29639763014816,4.739701078945698,0,0.9033558023246845,-0.4288919379124835,86.7,7743.0,0.8965516897872915,7516.89,59954049.0,0.7206526704567742,233.0,1010.2333333333332,29.53333333333332,27.0,25.66666666666666,24.100000000000005,82.66666666666667,69.0,5.699999999999999,50.0,17.600000000000005,-0.7638131605631973,-0.6452843697049825,14104.269000000002,573182.6666666666,363981.0,3.866666666666667,1.1503862616957095,0.13990901988737117,2.773363374797627,26.03333333333333,678.6018518518517,102.83522436455318,5.805332932650342,0.0,0.9069914150738456,-0.4210904721638258,63.299999999999976,5755.0,0.8922137965502058,4288.836666666666,35104311.0,0.7116739802065962,0,1,0,0,1
235,1012.2,28.1,25.8,24.5,23.2,86.0,83.0,3.6,80.0,23.7,-0.7856498550787144,-0.6186714032625032,12487.168,636056.0,571787.0,3.6000000000000014,1.1469387286963784,0.13709641797269304,3.1654750481410856,24.93333333333333,621.6711111111109,102.15592748686429,5.9568731023383625,0,0.8996308696522434,-0.4366512319560639,79.4,7138.0,0.899224771347877,6304.360000000001,50951044.0,0.727117816553995,234.0,1010.7666666666668,28.633333333333326,26.233333333333334,25.13333333333333,23.233333333333334,83.33333333333333,77.33333333333333,3.599999999999999,43.333333333333336,15.833333333333341,-0.7748075030787659,-0.632040975893134,12542.154333333334,587633.3333333334,489539.3333333333,3.5000000000000013,1.1393403102148927,0.13041471343270034,2.706089780849164,25.23333333333333,636.7885185185183,102.1548857436862,5.635523889049523,0.0,0.9033334949265214,-0.4288813468882123,73.7333333333333,6510.333333333333,0.8859055758268938,5619.086666666666,44175864.333333336,0.6960470900123307,1,0,0,0,1
236,1011.4,31.4,28.1,26.8,23.7,75.0,56.0,10.0,70.0,32.5,-0.7961828637826154,-0.6050560696488494,13312.052999999998,421875.0,175616.0,4.599999999999998,1.1716417473268004,0.15840596808396445,3.481240089335692,26.633333333333333,709.3344444444444,102.55374455712327,6.440946540632921,0,0.895839290734909,-0.4443781781046132,46.0,4200.0,0.8434163400919451,2116.0,17640000.0,0.5999651604566836,235.0,1011.5,29.366666666666656,26.666666666666668,25.566666666666663,23.433333333333334,83.33333333333333,75.33333333333333,4.633333333333332,63.333333333333336,22.63333333333334,-0.7855722534094568,-0.6186102946995672,12870.708333333334,587633.3333333334,468635.3333333333,3.8000000000000007,1.1481882278871987,0.13805329682929848,3.035434659760163,25.588888888888885,655.3485185185183,102.33535655804523,5.71250690730566,0.0,0.8996086542372789,-0.4366404493243869,70.69999999999997,6360.333333333333,0.8797309337423712,5312.416666666666,42848364.333333336,0.6825785491558176,1,0,0,0,0
237,1009.8,32.0,27.6,25.3,22.3,75.0,80.0,8.0,220.0,8.3,-0.8064799463209447,-0.5912614448635782,11089.567000000001,421875.0,512000.0,6.699999999999999,1.264822084394384,0.2349314675405611,2.1162555148025524,25.833333333333332,667.3611111111111,101.3434971227763,6.591673732008658,0,0.8919813464595485,-0.45207220393230424,72.0,6000.0,0.8079709852184426,5184.0,36000000.0,0.5274572859215981,236.0,1011.1333333333333,30.49999999999999,27.166666666666668,25.53333333333333,23.066666666666666,78.66666666666667,73.0,7.199999999999998,123.33333333333333,21.50000000000001,-0.7961042217274249,-0.6049963059249769,12296.26266666667,493268.6666666667,419801.0,4.966666666666666,1.1944675201391877,0.17681128453240622,2.9209902174264433,25.799999999999997,666.1222222222221,102.01772305558795,6.329831124993315,0.0,0.8958171689489003,-0.44436720466432716,65.79999999999997,5779.333333333333,0.8502040322194215,4534.786666666666,34863681.333333336,0.6181800876440923,0,0,1,0,0
238,1013.0,30.4,28.7,26.4,25.3,83.0,79.0,2.0,220.0,29.8,-0.8165380514459157,-0.5772916165517278,16194.277000000002,571787.0,493039.0,4.0,1.151515107897155,0.1410785603811184,3.3945083935113587,27.566666666666666,759.9211111111111,103.86111027939587,5.480638923341991,0,0.8880573226294932,-0.45973273945210397,77.0,6557.0,0.8815330703298582,5929.0,42994249.0,0.6850398373977487,237.0,1011.4,31.266666666666655,28.133333333333336,26.16666666666666,23.766666666666666,77.66666666666667,71.66666666666667,6.666666666666667,170.0,23.533333333333342,-0.8064002871831586,-0.5912030436880519,13531.96566666667,471845.6666666667,393551.6666666667,5.099999999999999,1.1959929798727797,0.17813866533521464,2.997334665883201,26.677777777777777,712.2055555555556,102.58611731976514,6.171086398661189,0.0,0.8919593199413169,-0.4520610404963405,64.99999999999997,5585.666666666667,0.8443067985467486,4409.666666666666,32211416.333333332,0.6041540945920102,0,0,1,0,1
239,1009.1,31.8,28.0,26.8,25.0,89.0,80.0,2.0,120.0,14.5,-0.8263541987239094,-0.5631507242749187,15625.0,704969.0,512000.0,5.0,1.1865671199042118,0.17106436495588792,2.6741486494265287,26.999999999999996,728.9999999999998,103.54896427270872,5.493061443340549,0,0.8840675099433637,-0.4673592171580021,78.0,7120.0,0.8928571109693889,6084.0,50694400.0,0.7117801715512472,238.0,1010.6333333333332,31.39999999999999,28.099999999999998,26.166666666666668,24.2,82.33333333333333,79.66666666666667,3.9999999999999987,186.66666666666666,17.533333333333342,-0.8164573988302566,-0.5772345952300749,14302.948000000004,566210.3333333334,505679.6666666667,5.233333333333333,1.2009681040652502,0.18235813095918915,2.72830418591348,26.799999999999997,718.7607407407405,102.9178572249603,5.855124699563732,0.0,0.8880353930108019,-0.4597213868474701,75.66666666666664,6559.0,0.8607870555058965,5732.333333333333,43229549.666666664,0.6414257649568648,1,0,0,0,1
