Name,KNeighborsRegressor,XGBRegressor,Majority
128500,128500.0,129371.336,128500.0
275000,275000.0,275753.25,275000.0
143000,143000.0,141541.38,141541.375
124500,124500.0,121967.95,121967.953125
135000,128544.1979256529,143357.22,128544.1979256529
320000,373006.9663269395,349652.53,349652.53125
120500,120500.0,118735.43,118735.4296875
222000,222000.0,222039.52,222000.0
194500,200587.03044964786,199842.17,199842.171875
110000,139795.15912518516,142454.92,139795.15912518516
103000,103000.0,100840.05,100840.046875
236500,253025.65536948617,275480.7,253025.65536948617
187500,187500.0,187746.28,187500.0
222500,222500.0,227137.17,222500.0
131400,131400.0,132185.86,131400.0
108000,108000.0,113774.83,108000.0
163000,163000.0,164583.69,163000.0
93500,93500.0,87764.83,87764.828125
239900,239900.0,235723.52,235723.515625
179000,179000.0,168282.78,168282.78125
190000,190000.0,200412.8,190000.0
132000,132000.0,124383.04,124383.0390625
142000,142000.0,136888.7,136888.703125
179000,159075.58581826405,187618.33,159075.58581826405
175000,146351.6471372275,156782.88,146351.6471372275
180000,206973.97997159013,218669.02,206973.97997159013
299800,299800.0,302208.62,299800.0
236000,236000.0,240266.03,236000.0
265979,265979.0,269869.72,265979.0
260400,260400.0,248846.3,248846.296875
98000,98000.0,97010.055,97010.0546875
96500,96500.0,93299.11,93299.109375
162000,162000.0,162503.45,162000.0
217000,213642.32981968406,212061.83,212061.828125
275500,275500.0,277899.2,275500.0
156000,156000.0,151862.92,151862.921875
172500,172500.0,174796.7,172500.0
212000,199570.00424063648,209813.39,199570.00424063648
158900,158900.0,154814.97,154814.96875
179400,168018.51238295902,163439.06,163439.0625
290000,290000.0,290177.06,290000.0
127500,127500.0,127449.18,127449.1796875
100000,136916.62418372073,130531.445,130531.4453125
215200,215200.0,213524.97,213524.96875
337000,337000.0,333778.4,333778.40625
270000,243993.4135883455,228231.62,228231.625
264132,264132.0,275738.62,264132.0
196500,196500.0,181910.28,181910.28125
160000,160000.0,162580.47,160000.0
216837,216837.0,218838.83,216837.0
538000,434760.77106882416,352933.1,352933.09375
134900,134900.0,130209.55,130209.546875
102000,102000.0,107722.086,102000.0
107000,107000.0,119039.5,107000.0
114500,125750.62282280966,123944.58,123944.578125
395000,395000.0,381576.56,381576.5625
162000,162000.0,161528.11,161528.109375
221500,221500.0,223413.11,221500.0
142500,142500.0,139966.34,139966.34375
144000,144000.0,143215.52,143215.515625
135000,135000.0,137545.6,135000.0
176000,176000.0,172657.55,172657.546875
175900,175900.0,174464.45,174464.453125
187100,195217.09306340935,195015.64,195015.640625
165500,164132.52582011998,151621.52,151621.515625
128000,132212.92878724603,116579.984,116579.984375
161500,161500.0,159867.62,159867.625
139000,139000.0,131624.17,131624.171875
233000,233000.0,236727.14,233000.0
107900,107900.0,108587.586,107900.0
187500,187500.0,191017.73,187500.0
160200,160200.0,159100.55,159100.546875
146800,146800.0,150348.14,146800.0
269790,269790.0,258088.0,258088.0
225000,225000.0,219086.53,219086.53125
194500,198047.72949729604,198733.28,198047.72949729604
171000,171000.0,166191.6,166191.59375
143500,143500.0,142564.95,142564.953125
110000,107430.22270962229,115888.17,107430.22270962229
485000,485000.0,493171.4,485000.0
175000,175000.0,164027.22,164027.21875
200000,200000.0,203021.19,200000.0
109900,109900.0,116262.88,109900.0
189000,189000.0,181141.4,181141.40625
582933,582933.0,577694.25,577694.25
118000,118000.0,118026.5,118000.0
227680,227680.0,223771.92,223771.921875
135500,135500.0,129214.836,129214.8359375
223500,223500.0,226902.06,223500.0
159950,159950.0,150649.88,150649.875
106000,106000.0,107899.44,106000.0
181000,181000.0,166082.6,166082.59375
144500,144500.0,147412.83,144500.0
55993,55993.0,59197.3,55993.0
157900,157900.0,156083.83,156083.828125
116000,116000.0,119725.39,116000.0
224900,224900.0,219305.72,219305.71875
137000,137000.0,136460.36,136460.359375
271000,271000.0,271456.72,271000.0
155000,155000.0,153474.08,153474.078125
224000,224000.0,224310.75,224000.0
183000,183000.0,181891.86,181891.859375
93000,103401.02811608928,95420.43,95420.4296875
225000,225000.0,209823.64,209823.640625
139500,139500.0,144495.42,139500.0
232600,232600.0,235798.14,232600.0
385000,385000.0,386754.28,385000.0
109500,109500.0,108125.96,108125.9609375
189000,196378.97758907545,193781.92,193781.921875
185000,185000.0,181609.84,181609.84375
147400,147400.0,148627.17,147400.0
166000,160294.99108939193,148701.89,148701.890625
151000,155318.8168354024,148570.31,148570.3125
237000,237000.0,232652.62,232652.625
167000,167000.0,164770.2,164770.203125
139950,139950.0,138358.81,138358.8125
128000,128000.0,128979.234,128000.0
153500,153500.0,148915.16,148915.15625
100000,100000.0,93347.81,93347.8125
144000,144000.0,142999.12,142999.125
130500,130500.0,129643.76,129643.7578125
140000,140000.0,144058.73,140000.0
157500,157500.0,156945.62,156945.625
174900,174900.0,161918.56,161918.5625
141000,141000.0,137304.28,137304.28125
153900,153900.0,150989.62,150989.625
171000,171000.0,171674.36,171000.0
213000,213000.0,208611.36,208611.359375
133500,133500.0,139259.55,133500.0
240000,240000.0,238296.0,238296.0
187000,187000.0,186416.45,186416.453125
131500,131500.0,138969.58,131500.0
215000,215000.0,211662.69,211662.6875
164000,164000.0,166598.83,164000.0
158000,158000.0,163220.58,158000.0
170000,170000.0,171268.47,170000.0
127000,127000.0,132005.61,127000.0
147000,147000.0,145353.38,145353.375
174000,174000.0,165050.9,165050.90625
152000,161074.8834877379,168507.69,161074.8834877379
250000,250000.0,244839.47,244839.46875
189950,146454.8462929085,161321.27,146454.8462929085
131500,131500.0,129779.086,129779.0859375
152000,152000.0,148555.11,148555.109375
132500,136552.37299329837,142009.38,136552.37299329837
250580,250580.0,223619.66,223619.65625
148500,138128.69875140308,142761.8,138128.69875140308
248900,248900.0,252924.55,248900.0
129000,129000.0,129111.27,129000.0
169000,169000.0,167306.86,167306.859375
236000,236000.0,236198.67,236000.0
109500,109500.0,113400.37,109500.0
200500,200500.0,197236.86,197236.859375
116000,116000.0,112674.7,112674.703125
133000,136036.4157236142,138078.23,136036.4157236142
66500,109555.22075929369,91537.07,91537.0703125
303477,303477.0,305267.84,303477.0
132250,132250.0,134938.2,132250.0
350000,350000.0,345681.12,345681.125
148000,148000.0,151220.86,148000.0
136500,134184.61936656147,130538.22,130538.21875
157000,157000.0,152893.67,152893.671875
187500,187500.0,194412.5,187500.0
178000,178000.0,172609.17,172609.171875
118500,118500.0,119303.0,118500.0
100000,100000.0,115179.27,100000.0
328900,328900.0,328254.53,328254.53125
145000,151597.0795964973,162841.66,151597.0795964973
135500,135500.0,135131.33,135131.328125
268000,268000.0,266627.38,266627.375
149500,149500.0,149852.06,149500.0
122900,122900.0,119995.9,119995.8984375
172500,172500.0,168026.14,168026.140625
154500,146685.10211866625,144061.02,144061.015625
165000,165000.0,162641.48,162641.484375
118858,118858.0,122225.555,118858.0
140000,140000.0,154058.89,140000.0
106500,106500.0,103841.734,103841.734375
142953,142953.0,141529.7,141529.703125
611657,611657.0,603339.94,603339.9375
135000,135000.0,140435.34,135000.0
110000,110000.0,117053.57,110000.0
153000,143380.7207083794,152550.14,143380.7207083794
180000,180000.0,178661.38,178661.375
240000,240000.0,234936.45,234936.453125
125500,125500.0,121430.02,121430.0234375
128000,128000.0,129818.15,128000.0
255000,255000.0,255994.28,255000.0
250000,215462.4815453377,232565.45,215462.4815453377
131000,131000.0,128174.47,128174.46875
174000,174000.0,172436.78,172436.78125
154300,154064.54856242242,162306.14,154064.54856242242
143500,143500.0,152821.92,143500.0
88000,88000.0,92013.88,88000.0
145000,145000.0,146271.81,145000.0
173733,173733.0,172619.52,172619.515625
75000,75000.0,77335.48,75000.0
35311,35311.0,36588.82,35311.0
135000,135000.0,137946.2,135000.0
238000,238000.0,240401.6,238000.0
176500,176500.0,176498.86,176498.859375
201000,209524.97888024154,199984.64,199984.640625
145900,145900.0,146921.64,145900.0
169990,169990.0,170504.28,169990.0
193000,193000.0,188315.5,188315.5
207500,207500.0,195954.06,195954.0625
175000,175000.0,169055.88,169055.875
285000,285000.0,288221.88,285000.0
176000,176000.0,179981.77,176000.0
236500,236500.0,238351.64,236500.0
222000,222000.0,222261.16,222000.0
201000,230546.5331770546,234412.6,230546.5331770546
117500,117500.0,128416.62,117500.0
320000,320000.0,319337.84,319337.84375
190000,193559.69875674634,208685.89,193559.69875674634
242000,200474.07915331915,245044.58,200474.07915331915
79900,79900.0,75491.555,75491.5546875
184900,184900.0,192094.3,184900.0
253000,253000.0,250047.08,250047.078125
239799,239799.0,244268.58,239799.0
244400,244400.0,247795.39,244400.0
150900,154560.55850363852,194431.47,154560.55850363852
214000,226641.62867332896,237134.77,226641.62867332896
150000,126412.5813157036,141768.1,126412.5813157036
143000,143000.0,141672.69,141672.6875
137500,137500.0,141459.77,137500.0
124900,124900.0,126462.62,124900.0
143000,143000.0,142463.6,142463.59375
270000,270000.0,270233.6,270000.0
192500,192500.0,203820.8,192500.0
197500,176770.27464527576,170150.8,170150.796875
129000,129000.0,126953.8,126953.796875
119900,119900.0,116886.09,116886.09375
133900,133900.0,131852.81,131852.8125
172000,172000.0,168242.9,168242.90625
127500,131507.27591697342,129169.484,129169.484375
145000,160820.50491960061,169245.16,160820.50491960061
124000,124000.0,125885.7,124000.0
132000,132000.0,132338.23,132000.0
185000,185000.0,197444.05,185000.0
155000,155000.0,155626.98,155000.0
116500,116500.0,117176.234,116500.0
272000,272000.0,271729.62,271729.625
155000,155000.0,156483.11,155000.0
239000,272193.2066317179,303315.2,272193.2066317179
214900,227920.29080397612,226536.83,226536.828125
178900,178900.0,178498.81,178498.8125
160000,160000.0,157656.84,157656.84375
135000,135000.0,136229.14,135000.0
37900,37900.0,47462.88,37900.0
140000,140000.0,132656.14,132656.140625
135000,135000.0,125432.21,125432.2109375
173000,173000.0,170614.52,170614.515625
99500,127985.93217574367,131346.12,127985.93217574367
182000,182000.0,197317.56,182000.0
167500,167500.0,169144.33,167500.0
165000,165000.0,165506.45,165000.0
85500,105636.3754509931,73013.47,73013.46875
199900,199900.0,196726.9,196726.90625
110000,110000.0,107879.95,107879.953125
139000,139000.0,139931.67,139000.0
178400,178400.0,179059.86,178400.0
336000,336000.0,328672.72,328672.71875
159895,159895.0,159817.86,159817.859375
255900,255900.0,256148.48,255900.0
126000,126000.0,125361.32,125361.3203125
125000,125000.0,129301.836,125000.0
117000,117000.0,119544.16,117000.0
395192,397980.2152051022,395812.2,395812.1875
195000,192545.3829802368,184655.31,184655.3125
197000,197000.0,195942.5,195942.5
348000,348000.0,343888.78,343888.78125
168000,168000.0,166797.17,166797.171875
187000,187000.0,190059.75,187000.0
173900,177253.1947201624,180936.61,177253.1947201624
337500,373877.31733714207,365278.8,365278.8125
121600,121600.0,119373.91,119373.90625
136500,136500.0,135536.69,135536.6875
185000,185000.0,178655.6,178655.59375
91000,91000.0,92153.87,91000.0
206000,206000.0,198141.94,198141.9375
82000,82000.0,79424.99,79424.9921875
86000,86000.0,88087.97,86000.0
232000,232000.0,234132.19,232000.0
136905,136905.0,139814.9,136905.0
181000,198933.47307266507,199170.38,198933.47307266507
149900,149900.0,142095.2,142095.203125
163500,162499.0220701448,173103.03,162499.0220701448
88000,89037.92588112895,83658.484,83658.484375
240000,240000.0,233774.12,233774.125
102000,100019.74534183947,114129.57,100019.74534183947
135000,135000.0,132638.22,132638.21875
100000,100000.0,105199.01,100000.0
165000,165000.0,164672.66,164672.65625
85000,85000.0,88756.33,85000.0
119200,119200.0,121224.586,119200.0
227000,227000.0,221483.31,221483.3125
203000,203000.0,213665.75,203000.0
187500,187500.0,188631.78,187500.0
160000,178440.64250365825,165837.31,165837.3125
213490,213490.0,205679.55,205679.546875
176000,161745.1717608347,152182.97,152182.96875
194000,195879.9414304284,197997.9,195879.9414304284
87000,87000.0,97432.96,87000.0
191000,191000.0,191896.14,191000.0
287000,287000.0,284598.44,284598.4375
112500,112500.0,117455.87,112500.0
167500,167500.0,155368.47,155368.46875
293077,293077.0,296144.6,293077.0
105000,128691.06290002975,111126.78,111126.78125
118000,118000.0,118911.26,118000.0
160000,160000.0,154789.03,154789.03125
197000,197370.08005241363,190188.23,190188.234375
310000,291617.19076623523,335915.12,291617.19076623523
230000,230000.0,233002.75,230000.0
119750,118502.41311240241,122459.84,118502.41311240241
84000,84000.0,80928.56,80928.5625
315500,315500.0,317485.7,315500.0
287000,253051.93793745825,277148.72,253051.93793745825
97000,97000.0,99432.58,97000.0
80000,80000.0,79538.71,79538.7109375
155000,155000.0,152468.52,152468.515625
173000,173000.0,172653.28,172653.28125
196000,196000.0,193385.03,193385.03125
262280,262280.0,266107.34,262280.0
278000,278000.0,277510.62,277510.625
139600,139600.0,138397.67,138397.671875
556581,371946.2216709716,435999.66,371946.2216709716
145000,145000.0,144249.08,144249.078125
115000,122188.3482249243,165865.67,122188.3482249243
84900,84900.0,85910.74,84900.0
176485,176485.0,180526.12,176485.0
200141,200141.0,201254.92,200141.0
165000,165000.0,164451.34,164451.34375
144500,136741.07401951568,152768.14,136741.07401951568
255000,255000.0,256313.55,255000.0
180000,180000.0,172414.1,172414.09375
185850,210071.0149528017,205985.06,205985.0625
248000,248000.0,250046.27,248000.0
335000,335000.0,336031.1,335000.0
220000,190201.83222239546,191060.06,190201.83222239546
213500,213500.0,214918.75,213500.0
81000,81000.0,81460.08,81000.0
90000,90000.0,92126.625,90000.0
110500,110500.0,114797.55,110500.0
154000,154000.0,156822.2,154000.0
328000,328000.0,319770.9,319770.90625
178000,178000.0,176461.28,176461.28125
167900,167900.0,169866.53,167900.0
151400,151400.0,147492.45,147492.453125
135000,130748.85999691377,123925.36,123925.359375
135000,135000.0,134133.39,134133.390625
154000,154000.0,154096.58,154000.0
91500,91500.0,90518.836,90518.8359375
159500,159500.0,162381.16,159500.0
194000,194000.0,190426.44,190426.4375
219500,219500.0,216243.44,216243.4375
170000,170000.0,165535.25,165535.25
138800,131701.56452920721,117405.69,117405.6875
155900,155900.0,147898.62,147898.625
126000,126000.0,132651.62,126000.0
145000,162090.31004544982,162826.53,162090.31004544982
133000,133000.0,126266.5,126266.5
192000,192000.0,189416.22,189416.21875
160000,160000.0,158688.5,158688.5
187500,187500.0,182438.25,182438.25
147000,147000.0,150123.05,147000.0
83500,83500.0,84881.67,83500.0
252000,252000.0,259883.66,252000.0
137500,130000.0,130326.414,130000.0
197000,197000.0,199849.14,197000.0
92900,93500.0,95108.17,93500.0
160000,160000.0,158539.83,158539.828125
136500,136500.0,145677.77,136500.0
146000,146000.0,148251.25,146000.0
129000,127083.45661461868,129676.29,127083.45661461868
176432,176432.0,181407.39,176432.0
127000,127000.0,117267.984,117267.984375
170000,170000.0,171258.73,170000.0
128000,118076.431105911,119681.19,118076.431105911
157000,157000.0,159031.33,157000.0
60000,60000.0,62850.414,60000.0
119500,119500.0,123760.79,119500.0
135000,135000.0,136207.45,135000.0
159500,159500.0,156561.11,156561.109375
106000,102890.4948809137,110367.24,102890.4948809137
325000,325000.0,330990.22,325000.0
179900,179900.0,180645.12,179900.0
274725,274725.0,269947.06,269947.0625
181000,181000.0,172371.14,172371.140625
280000,280000.0,286873.38,280000.0
188000,188000.0,186061.02,186061.015625
205000,205000.0,199351.95,199351.953125
129900,129900.0,123825.0,123825.0
134500,134500.0,135607.08,134500.0
117000,117000.0,119846.65,117000.0
318000,318000.0,324608.12,318000.0
184100,184100.0,192656.03,184100.0
130000,130000.0,134874.7,130000.0
140000,140000.0,135962.08,135962.078125
133700,133700.0,129563.66,129563.65625
118400,118400.0,113118.445,113118.4453125
212900,212900.0,210883.69,210883.6875
112000,112000.0,107461.4,107461.3984375
118000,100216.26597054256,101829.3,100216.26597054256
163900,174698.37054023234,164057.19,164057.1875
115000,121571.38999825268,118750.76,118750.7578125
174000,174000.0,177141.36,174000.0
259000,230897.3175531886,243534.84,230897.3175531886
215000,215000.0,217025.58,215000.0
140000,140000.0,135501.7,135501.703125
135000,135000.0,136319.12,135000.0
93500,102895.46179067958,118868.26,102895.46179067958
117500,134392.2101534084,136020.11,134392.2101534084
239500,237989.42683328176,232471.06,232471.0625
169000,169000.0,175396.02,169000.0
102000,102000.0,104875.945,102000.0
119000,119000.0,121385.68,119000.0
94000,112894.95975677331,92045.836,92045.8359375
196000,204863.27017701836,189845.39,189845.390625
144000,144000.0,142155.23,142155.234375
139000,139000.0,138024.34,138024.34375
197500,177391.84008295753,185595.12,177391.84008295753
424870,424870.0,422980.9,422980.90625
80000,80000.0,86843.91,80000.0
80000,80000.0,82712.945,80000.0
149000,149000.0,143230.42,143230.421875
180000,180000.0,179024.8,179024.796875
174500,174500.0,172300.33,172300.328125
116900,116900.0,117949.67,116900.0
143000,143000.0,147289.08,143000.0
124000,124000.0,125447.54,124000.0
149900,149900.0,145654.67,145654.671875
230000,230000.0,232674.44,230000.0
120500,120500.0,121319.48,120500.0
201800,201800.0,209868.36,201800.0
218000,218000.0,216220.38,216220.375
179900,179900.0,175863.19,175863.1875
230000,230000.0,219754.25,219754.25
235128,235128.0,242608.33,235128.0
185000,185000.0,185565.64,185000.0
146000,146000.0,151333.81,146000.0
224000,224000.0,226209.88,224000.0
129000,117979.97307317377,125191.99,117979.97307317377
108959,108959.0,110472.055,108959.0
194000,194000.0,195412.36,194000.0
233170,219873.25747756657,229758.2,219873.25747756657
245350,245350.0,252632.78,245350.0
173000,173000.0,180070.28,173000.0
235000,235000.0,231468.16,231468.15625
625000,625000.0,625981.5,625000.0
171000,171000.0,155586.88,155586.875
163000,163000.0,160830.98,160830.984375
171900,171900.0,170059.34,170059.34375
200500,200500.0,201722.12,200500.0
239000,195583.4107104567,214830.92,195583.4107104567
285000,323625.2966071798,349275.88,323625.2966071798
119500,119500.0,121943.17,119500.0
115000,115000.0,113861.414,113861.4140625
154900,154900.0,140668.69,140668.6875
93000,109748.0903998918,104091.49,104091.4921875
250000,250000.0,253465.8,250000.0
392500,392500.0,381374.3,381374.3125
745000,745000.0,745507.7,745000.0
120000,133725.11222935596,144528.4,133725.11222935596
186700,171746.33963156043,170727.56,170727.5625
104900,131019.8277619176,126089.17,126089.171875
95000,121215.8714912665,124398.62,121215.8714912665
262000,262000.0,263079.9,262000.0
195000,195000.0,179565.9,179565.90625
189000,189000.0,196262.92,189000.0
168000,168000.0,169936.58,168000.0
174000,174000.0,175070.64,174000.0
125000,125000.0,125300.91,125000.0
165000,155009.3781633159,162406.88,155009.3781633159
158000,158000.0,150959.86,150959.859375
176000,176000.0,173870.02,173870.015625
219210,219210.0,221551.28,219210.0
144000,144000.0,146242.17,144000.0
178000,178000.0,174174.75,174174.75
148000,148000.0,149086.61,148000.0
116050,116050.0,107675.586,107675.5859375
197900,194410.25943589848,204391.23,194410.25943589848
117000,117000.0,125091.06,117000.0
213000,213000.0,208116.61,208116.609375
153500,153500.0,149839.86,149839.859375
271900,271900.0,271650.62,271650.625
107000,107000.0,112707.13,107000.0
200000,200000.0,199484.89,199484.890625
140000,137927.2605351811,143201.47,137927.2605351811
290000,290000.0,291746.84,290000.0
189000,189000.0,189819.38,189000.0
164000,164000.0,168199.14,164000.0
113000,99628.51224078586,94257.42,94257.421875
145000,145000.0,141884.97,141884.96875
134500,125810.37255439172,125723.27,125723.2734375
125000,125000.0,116590.87,116590.8671875
112000,128253.1566327153,130162.414,128253.1566327153
229456,217645.7330827852,256051.97,217645.7330827852
80500,90172.10978973155,82427.87,82427.8671875
91500,91500.0,93744.53,91500.0
115000,116067.04684792427,114847.32,114847.3203125
134000,134000.0,128210.28,128210.28125
143000,143000.0,148463.36,143000.0
137900,166048.98717010525,137539.17,137539.171875
184000,184000.0,184933.52,184000.0
145000,145000.0,146180.88,145000.0
214000,214000.0,214665.38,214000.0
147000,147000.0,145556.2,145556.203125
367294,367294.0,370303.66,367294.0
127000,127000.0,138206.45,127000.0
190000,190000.0,194008.11,190000.0
132500,132500.0,142747.7,132500.0
101800,101800.0,104511.35,101800.0
142000,142000.0,140135.2,140135.203125
130000,110653.63407750006,126150.98,110653.63407750006
138887,144528.79896373535,136639.58,136639.578125
175500,175500.0,169425.64,169425.640625
195000,195000.0,208133.2,195000.0
142500,142500.0,138628.89,138628.890625
265900,237169.47181083946,217961.58,217961.578125
224900,224900.0,217874.05,217874.046875
248328,243335.64299593808,235193.45,235193.453125
170000,162448.9134256447,189087.34,162448.9134256447
465000,417649.4172977895,384640.22,384640.21875
230000,164076.5540008196,189157.1,164076.5540008196
178000,178000.0,180138.86,178000.0
186500,186500.0,188743.98,186500.0
169900,169900.0,165278.95,165278.953125
129500,129500.0,132934.55,129500.0
119000,119000.0,119148.516,119000.0
244000,244000.0,243194.97,243194.96875
171750,201595.0748525502,189253.27,189253.265625
130000,130000.0,125895.3,125895.296875
294000,294000.0,290084.28,290084.28125
165400,165400.0,173760.33,165400.0
127500,143373.23602879743,134327.86,134327.859375
301500,301500.0,305484.66,301500.0
99900,109182.63768238995,97753.9,97753.8984375
190000,190000.0,186004.27,186004.265625
151000,151000.0,152616.81,151000.0
181000,181000.0,182584.28,181000.0
128900,128900.0,131538.78,128900.0
161500,161500.0,161299.81,161299.8125
180500,180500.0,182072.86,180500.0
181000,181000.0,175993.4,175993.40625
183900,164652.21690551218,164384.55,164384.546875
122000,122000.0,123587.734,122000.0
378500,378500.0,378848.3,378500.0
381000,381000.0,380119.75,380119.75
144000,144000.0,142685.3,142685.296875
260000,260000.0,259593.45,259593.453125
185750,185750.0,186653.62,185750.0
137000,137000.0,134537.45,134537.453125
177000,177000.0,174194.75,174194.75
139000,139000.0,136267.48,136267.484375
137000,137000.0,136058.98,136058.984375
162000,162000.0,159617.64,159617.640625
197900,174601.56233335167,191776.06,174601.56233335167
237000,237000.0,237077.48,237000.0
68400,91308.86261913563,65703.66,65703.65625
227000,227000.0,221725.14,221725.140625
180000,180000.0,182377.92,180000.0
150500,150500.0,149930.83,149930.828125
139000,139000.0,137896.28,137896.28125
169000,169000.0,172794.72,169000.0
132500,132500.0,132094.19,132094.1875
143000,143000.0,152608.3,143000.0
190000,190000.0,190062.05,190000.0
278000,278000.0,278219.88,278000.0
281000,281000.0,276345.9,276345.90625
180500,180500.0,175474.34,175474.34375
119500,119500.0,118505.63,118505.6328125
107500,107500.0,105484.46,105484.4609375
162900,162900.0,166613.2,162900.0
115000,115000.0,123675.69,115000.0
138500,138500.0,130953.305,130953.3046875
155000,150917.64132513053,144957.52,144957.515625
140000,140000.0,144778.66,140000.0
160000,160000.0,162083.44,160000.0
154000,154000.0,154019.12,154000.0
225000,225000.0,223582.77,223582.765625
177500,177500.0,177561.6,177500.0
290000,290000.0,300365.03,290000.0
232000,232000.0,228596.58,228596.578125
130000,130000.0,131739.45,130000.0
325000,325000.0,327476.47,325000.0
202500,202500.0,199928.22,199928.21875
138000,138000.0,138105.61,138000.0
147000,147000.0,139783.39,139783.390625
179200,176356.80148083158,173040.08,173040.078125
335000,335000.0,330914.88,330914.875
203000,203000.0,195751.31,195751.3125
302000,303834.807438307,337535.4,303834.807438307
333168,333168.0,340392.06,333168.0
119000,119000.0,118231.39,118231.390625
206900,169754.14978754334,175950.42,169754.14978754334
295493,295493.0,285840.53,285840.53125
208900,208900.0,207211.86,207211.859375
275000,275000.0,271084.12,271084.125
111000,111000.0,111948.52,111000.0
156500,156500.0,158193.17,156500.0
72500,86616.45032488913,80284.71,80284.7109375
190000,240786.92553995334,224703.6,224703.59375
82500,82500.0,81104.94,81104.9375
147000,246973.48368584184,287758.03,246973.48368584184
55000,84043.48882321124,75489.29,75489.2890625
79000,94255.30843262552,62487.965,62487.96484375
130500,131490.53205235844,144777.83,131490.53205235844
256000,209812.5335645463,200380.5,200380.5
176500,176500.0,176831.23,176500.0
227000,241415.4781127536,250407.81,241415.4781127536
132500,134169.67409829446,129149.87,129149.8671875
100000,100000.0,100133.94,100000.0
125500,131393.97745010504,121437.93,121437.9296875
125000,125927.81781333202,123265.76,123265.7578125
167900,167900.0,166899.77,166899.765625
135000,135000.0,134962.3,134962.296875
52500,52500.0,55789.902,52500.0
200000,219270.44747526277,218196.0,218196.0
128500,128500.0,128517.234,128500.0
123000,123000.0,112977.97,112977.96875
155000,155000.0,159468.55,155000.0
228500,228500.0,235740.48,228500.0
177000,177000.0,170736.67,170736.671875
155835,155835.0,166543.2,155835.0
108500,92156.90178302402,89210.33,89210.328125
262500,262500.0,266765.94,262500.0
283463,283463.0,282206.78,282206.78125
215000,215000.0,216122.17,215000.0
122000,122000.0,123781.875,122000.0
200000,200000.0,198615.84,198615.84375
171000,171000.0,167791.66,167791.65625
134900,134900.0,131517.28,131517.28125
410000,410000.0,407038.97,407038.96875
235000,235000.0,237288.67,235000.0
170000,170000.0,180114.62,170000.0
110000,119991.28651665628,117101.97,117101.96875
149900,149900.0,149653.14,149653.140625
177500,177500.0,177215.33,177215.328125
315000,315000.0,327530.78,315000.0
189000,189000.0,188163.34,188163.34375
260000,260000.0,258153.73,258153.734375
104900,104900.0,114348.11,104900.0
156932,156932.0,165859.0,156932.0
144152,144152.0,144928.62,144152.0
216000,216000.0,209502.11,209502.109375
193000,193000.0,202242.17,193000.0
127000,127000.0,131541.08,127000.0
144000,144000.0,141541.38,141541.375
232000,232000.0,234252.33,232000.0
105000,122697.96562312996,108244.99,108244.9921875
165500,165500.0,167795.0,165500.0
274300,274300.0,266844.53,266844.53125
466500,424154.7660997195,322830.66,322830.65625
250000,249256.46833701796,244333.94,244333.9375
239000,242941.57954382428,248574.56,242941.57954382428
91000,91000.0,87246.8,87246.796875
117000,117000.0,122422.01,117000.0
83000,83000.0,93347.81,83000.0
167500,167500.0,162915.38,162915.375
58500,58500.0,62373.008,58500.0
237500,207751.63579820798,222328.84,207751.63579820798
157000,153634.68337902467,154057.28,153634.68337902467
112000,112000.0,116398.84,112000.0
105000,105000.0,107299.445,105000.0
125500,125500.0,122860.44,122860.4375
250000,250000.0,251159.36,250000.0
136000,136000.0,137324.5,136000.0
377500,377500.0,371566.2,371566.1875
131000,127062.89249529575,130353.68,127062.89249529575
235000,235000.0,232172.5,232172.5
124000,124000.0,123922.125,123922.125
123000,123000.0,120710.25,120710.25
163000,163000.0,164234.02,163000.0
246578,246578.0,243949.48,243949.484375
281213,281213.0,284598.38,281213.0
160000,160000.0,161674.11,160000.0
137500,137500.0,136942.55,136942.546875
138000,138000.0,132360.53,132360.53125
137450,137450.0,140509.38,137450.0
120000,120000.0,117949.61,117949.609375
193000,193000.0,190027.34,190027.34375
193879,199334.4849847387,186848.77,186848.765625
282922,282922.0,277759.56,277759.5625
105000,103830.49546076209,85369.58,85369.578125
275000,275000.0,276566.53,275000.0
133000,128529.29979210022,131164.11,128529.29979210022
112000,112000.0,114477.47,112000.0
125500,125500.0,122671.81,122671.8125
215000,215000.0,214095.73,214095.734375
230000,230000.0,228584.97,228584.96875
140000,140000.0,145568.36,140000.0
90000,90000.0,92690.55,90000.0
257000,257000.0,259211.47,257000.0
207000,207000.0,209117.84,207000.0
175900,175900.0,179545.77,175900.0
122500,127719.55772390419,111625.77,111625.7734375
340000,340000.0,338038.9,338038.90625
124000,124000.0,124802.86,124000.0
223000,223000.0,217764.3,217764.296875
179900,179900.0,176688.77,176688.765625
127500,127500.0,133203.2,127500.0
136500,136500.0,140081.92,136500.0
274970,274970.0,264672.88,264672.875
144000,145010.91465199407,139055.2,139055.203125
142000,142000.0,150168.72,142000.0
271000,271000.0,259620.25,259620.25
140000,140000.0,142738.89,140000.0
119000,119000.0,119121.14,119000.0
182900,182900.0,189487.67,182900.0
192140,192140.0,191303.3,191303.296875
143750,143750.0,141143.8,141143.796875
64500,64500.0,72552.34,64500.0
186500,186500.0,184716.14,184716.140625
160000,151835.06317297163,158568.4,151835.06317297163
174000,174000.0,172989.14,172989.140625
120500,120500.0,118750.29,118750.2890625
394617,394617.0,391551.7,391551.6875
